id,card_name,set_name,set_id,card_image,card_text,card_color,card_type,rarity,card_cost,card_power,attribute,sub_types,counter_amount,life,market_price,inventory_price,updated_at,card_set_id
OP17-106,Charlotte Smoothie,OP17,OP-17,,"[Your Turn][On Play] You may rest 2 of your DON!! cards: Add up to 1 card from the top of your deck to the top of your Life cards. Then, your opponent trashes 1 card from their hand.\n[Trigger] Play this card.",Yellow,Character,R,5,4000,Special,Big Mom Pirates,1000,,,,2026-08-05 00:00:00+00,OP17-106
OP17-107,Charlotte Daifuku,OP17,OP-17,,"[Trigger] Play this card.",Yellow,Character,C,3,4000,Wisdom,Big Mom Pirates,2000,,,,2026-08-05 00:00:00+00,OP17-107
OP17-108,Charlotte Brulee,OP17,OP-17,,"[Blocker]\n[Trigger] Rest up to 1 of your opponent's Characters with a cost of 6 or less.",Yellow,Character,C,3,4000,Special,Big Mom Pirates,1000,,,,2026-08-05 00:00:00+00,OP17-108
OP17-109,Charlotte Pudding,OP17,OP-17,,"[On Play] You may trash 1 card with a Trigger from your hand: Draw 3 cards.\n[Trigger] Look at 5 cards from the top of your deck; reveal up to 1 {Big Mom Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Yellow,Character,R,3,4000,Wisdom,Big Mom Pirates,1000,,,,2026-08-05 00:00:00+00,OP17-109
OP17-110,Charlotte Perospero,OP17,OP-17,,"[Your Turn][On Play] Play up to 1 {Big Mom Pirates} type Character card with a cost of 6 or less from your hand. Then, this Character gains [Rush].\n[Trigger] Play this card.",Yellow,Character,C,7,4000,Wisdom,Big Mom Pirates,1000,,,,2026-08-05 00:00:00+00,OP17-110
OP17-111,Charlotte Mont-d'or,OP17,OP-17,,"[On Play] You may reveal 2 cards with a Trigger from your hand: K.O. up to 2 of your opponent's Characters with a cost of 1 or less.\n[Trigger] Play this card.",Yellow,Character,C,3,4000,Wisdom,Big Mom Pirates,1000,,,,2026-08-05 00:00:00+00,OP17-111
OP17-112,Charlotte Linlin,OP17,OP-17,,"[Your Turn] The base power of all of your Characters with a Trigger and 4000 base power becomes 8000.\n[On Play] Draw 1 card, then choose one:\n- Add up to 1 card from the top of your deck to the top of your Life cards.\n- Add up to 1 card from the top of your opponent's Life cards to the owner's hand.",Yellow,Character,SEC,10,12000,Special,The Four Emperors/Big Mom Pirates,,,,,2026-08-05 00:00:00+00,OP17-112
OP17-113,Streusen,OP17,OP-17,,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 card with a type including ""Big Mom Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Yellow,Character,C,1,2000,Slash,Big Mom Pirates,2000,,,,2026-08-05 00:00:00+00,OP17-113
OP17-114,The 3 Sweet Commanders,OP17,OP-17,,"[Your Turn][On Play] You may rest 2 of your DON!! cards: Draw 1 card and add up to 1 card from the top of your deck to the top of your Life. Then, give up to 2 of your opponent's Characters -3000 power during this turn.\n[Trigger] Play this card.",Yellow,Character,R,6,4000,Slash/Special/Punch,Big Mom Pirates,1000,,,,2026-08-05 00:00:00+00,OP17-114
OP17-115,There's Still A Code Of Honour? You Clowns!,OP17,OP-17,,"[Main] Your [Charlotte Linlin] Leader gains [Unblockable] during this turn.\n[Counter] Up to 1 of your [Charlotte Linlin] gains +4000 power during this battle.",Yellow,Event,SEC,1,,,The Four Emperors/Big Mom Pirates,,,,,2026-08-05 00:00:00+00,OP17-115
OP17-116,Fulgora,OP17,OP-17,,"[Main] You may rest 2 of your DON!! cards: K.O. up to 1 of your opponent's Stages.\n[Counter] If you have 2 or more Characters with a Trigger, up to 1 of your Leader or Characters gains +4000 power during this battle.",Yellow,Event,UC,1,,,The Four Emperors/Big Mom Pirates,,,,,2026-08-05 00:00:00+00,OP17-116
OP17-117,Maser Saber,OP17,OP-17,,"[Counter] Up to one of your [Charlotte Linlin] cards gets +3000 power during this battle.\n[Trigger] Your opponent may trash 3 cards from their hand, if they do not, you may K.O. up to one of your opponent's characters with a cost of 6 or less.",Yellow,Event,C,1,,,Four Emperors/Big Mom Pirates,,,,,2026-08-05 00:00:00+00,OP17-117
OP17-118,Rocks.D.Xebec,OP17,OP-17,,"If you only have Characters without a Counter, this card in your hand has a +2000 Counter.\n[On Play] Draw 1 card and play up to 2 {Rocks Pirates} type cards with different card names and a total cost of 9 or less from your hand.",Blue,Character,SEC,10,12000,Slash,Rocks Pirates,,,,,2026-08-05 00:00:00+00,OP17-118
OP17-119,Loki,OP17,OP-17,,"This Character gains +12 cost and gains +3000 power on your opponent's turn.\n[On Play] K.O. any number of your opponent's Characters with a total cost of 4 or less.",Black,Character,UC,6,8000,Strike,Giant/Elbaf,,,,,2026-08-05 00:00:00+00,OP17-119
